URL,name,title,owner_org,public_site,Owner ,notes,location,region,latitude,longitude,site_type,status,Unnamed: 13,Unnamed: 14,Unnamed: 15,ckan_version,extensions,contact_email,tag_string,language,num_datasets,num_organizations,num_groups,is_featured,topic_id,description,api_title,primary_language,detailed_description,meta_title,meta_description,og_title,og_description,first_paragraph,h1_text,extraction_status
https://data.sa.gov.au,datasagovau,South Australian Government Data Directory,Government of South Australia,open,Regional government,,,AU,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,,,,,,,,,http_error_403
https://data.vic.gov.au,datavicgovau,Victorian Government Data Directory,State of Victoria,open,Regional government,,,AU,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,,,Discover and access Victorian Government open data | data.vic.gov.au,Find data assets provided by organisations across the Victorian public sector.,Discover and access Victorian Government open data,Find data assets provided by organisations across the Victorian public sector.,Find data assets provided by organisations across the Victorian public sector.,Discover and access Victorian Government open data,success
https://www.data.brisbane.qld.gov.au,wwwdatabrisbaneqldgovau,Data | Brisbane City Council,,open,Local government,,,AU,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,,,Home Page — Explore our Open Data | Brisbane City Council,"Brisbane City Council supports and encourages the publication and use of Open Data. Data is published in spatial, CSV and many other formats and API access is provided.",,,,,success
https://opendataprijedor.ba,opendataprijedorba,Otvoreni podaci Grada Prijedor,Grad Prijedor,open,Local government,,,BA,dataset,,Open data portal,active,,,,2.9.5,"stats, text_view, image_view, recline_view, datastore, datapusher, pages, resource_proxy, geo_view, pdf_view, webpage_view",kojicz983@gmail.com,"government,has_api",SR,190,19,17,,,,Otvoreni podaci Grada Prijedor,sr_Latn,,Dobro došli - Otvoreni podaci Grada Prijedor,,,,"Portal otvorenih podataka Grada Prijedor ima za cilj prikupljanje, kategorizaciju i distribuciju otvorenih podataka kojima raspolaže i kojima upravljaju Grad Prijedor, javna komunalna preduzeća kao i javne ustanove čiji je osnovač ili suosnivač Grad Prijedor.",Otvoreni podaci Grada Prijedor,success
https://dataplatformfiets.be,dataplatformfietsbe,Dataplatform fiets,,open,Academy,,,BE,dataset,,Open data portal,active,,,,,,,has_api,NL,0,0,0,,,,,,,,,,,,,timeout
https://opendatastore.brussels,opendatastorebrussels,Brussels open datastore,,open,Local government,,,BE,dataset,,Open data portal,uncertain,,,,,,,"government,has_api",EN,0,0,0,,,,,,,Datastore.brussels,Open data platform for the Brussels Region,,,,,success
https://crec.bj,crecbj,The CREC Benin research data management platform,CREC Centre de Recherche d Etude et de Créativité,open,Academy,,,BJ,dataset,,Open data portal,active,,,,,,,"government,has_api",FR,0,0,0,,,,,,,Accueil - CREC - Centre de Recherche Entomologique de Cotonou %crec,"Bienvenue au Centre Recherche Entomologique de Cotonou, une référence internationale pour la recherche de solutions innovantes de lutte face aux défis actuels posés par les maladies à transmission vectorielle",Accueil - CREC - Centre de Recherche Entomologique de Cotonou %crec,"Bienvenue au Centre Recherche Entomologique de Cotonou, une référence internationale pour la recherche de solutions innovantes de lutte face aux défis actuels posés par les maladies à transmission vectorielle","Bienvenue au Centre Recherche Entomologique de Cotonou, une référence internationale : pour la recherche de solutions innovantes de lutte face aux défis actuels posés par les vecteurs de maladies et pour votre formation en Entomologie.",Bienvenue au CREC,success
https://datosabiertos.lapaz.bo,datosabiertoslapazbo,Datos Abiertos Gobierno Autónomo Municipal de La Paz,Gobierno Autónomo Municipal de La Paz,open,Local government,,,BO,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,,,,,,,,,http_error_500
https://datos.gob.bo,datosgobbo,Datos Abiertos Bolivia,Government of Bolivia,open,Central government,,,BO,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,,,,,,,,,http_error_403
https://basedosdados.org,basedosdadosorg,Base dos Dados,,open,Business,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,Base dos Dados,"Centenas de conjuntos de dados abertos para você explorar como quiser. Baixe ou acesse dados tratados e prontos para análise usando SQL, Python, R ou Stata.",Base dos Dados - Conjuntos de dados abertos,Explore centenas de conjuntos de dados prontos para análise,"Costumo usar a plataforma da Base dos Dados para buscar dados de municípios, principalmente aqueles que são mais estáveis, tais como séries históricas de população. Uso também para dados de CNPJ e outros conjuntos muito grandes que seriam difíceis remontar em um ambiente isolado. A facilidade de usar comandos SQL ajuda no cruzamento e agregação de dados.",Dados organizados.Análises confiáveis.,success
http://catalogo.governoaberto.sp.gov.br,catalogogovernoabertospgovbr,Governo Aberto San Paulo,Governo San Paulo,open,Regional government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,,,,,,,,,timeout
https://dadosabertos.ibama.gov.br,dadosabertosibamagovbr,The Brazilian Institute for the Environment and Renewable Natural Resources (Ibama) open data,The Brazilian Institute for the Environment and Renewable Natural Resources (Ibama),open,Central government,,,BR,dataset,,Open data portal,active,,,,2.10.4,"stats, text_view, image_view, recline_view",,"government,has_api",PT,70,1,1,,,Bem-vindo ao IBAMA,IBAMA,pt_BR,,Bem vindo - IBAMA,,,,O Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama) é uma autarquia federal vinculada...,,success
https://dadosabertos.prefeitura.poa.br,dadosabertosprefeiturapoabr,Dados Abertos - POA,,open,Regional government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,54,25,10,,,,,,,,,,,,,connection_error
https://dadosabertos.senado.gov.br,dadosabertossenadogovbr,Portal De Dados Abertos Do Senado Federal (brazil),,open,Central government,,,BR,dataset,,Open data portal,uncertain,,,,,,,"government,has_api",EN,0,0,0,,,,,,,Dados Abertos,"Dados Abertos são representados em meio digital, processáveis por máquina, referenciados na rede mundial de computadores e disponibilizados sob licença que permita sua livre utilização.",Dados Abertos,,Este Catálogo reúne todos os dados abertos do Portal do Senado. O catálogo completo em formato CSV pode ser encontrado aqui.,Dados Abertos,success
https://dadosabertos.unilab.edu.br,dadosabertosunilabedubr,Dados Abertos Unilab,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,,,,,,,timeout
https://dados.ana.gov.br,dadosanagovbr,Portal de Dados Abertos da ANA,National Water and Basic Sanitation Agency,open,Central government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,,,,,,,,,timeout
https://dados.contraosagrotoxicos.org,dadoscontraosagrotoxicosorg,Portal de Dados Abertos Sobre Agrotóxicos,A Campanha Permanente Contra os Agrotóxicos e Pela Vida,open,Civil society,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,,,,,,,http_error_503
https://dados.cultura.gov.br,dadosculturagovbr,Portal de Dados da Cultura,Ministry of Culture Brazil,open,Central government,,,BR,dataset,,Open data portal,active,,,,2.4.0,"datastore, stats, text_view, image_view, recline_view, temacultura",,"government,has_api",PT,62,9,4,,,Inovação é a nossa Cultura,Portal de Dados da Cultura,pt_BR,,Bem vindo - Portal de Dados da Cultura,,,,,,success
https://dados.fortaleza.ce.gov.br,dadosfortalezacegovbr,Fortaleza Dados Abertos,Fortaleza,open,Local government,,,BR,dataset,,Open data portal,active,,,,2.9.2,"stats, text_view, image_view, recline_view, datastore, datapusher",,"government,has_api",PT,632,43,12,,,,Fortaleza Dados Abertos,pt_BR,,Bem vindo - Fortaleza Dados Abertos,"O Portal de Dados Abertos  da Prefeitura de Fortaleza
      é o sítio eletrônico de referência para a busca e o acesso aos dados públicos, seus metadados,
      informações, aplicativos e serviços relacionados.",Dados Abertos - Prefeitura de Fortaleza,"O Portal de Dados Abertos  da Prefeitura de Fortaleza
        é o sítio eletrônico de referência para a busca e o acesso aos dados públicos, seus metadados,
        informações, aplicativos e serviços relacionados.","© Fortaleza Digital | CITINOVA - Fundação de Ciência, Tecnologia e Inovação de Fortaleza - Rua dos Tremembés, 02 - Praia de Iracema - Fortaleza-CE",,success
https://dados.ifms.edu.br,dadosifmsedubr,Dados Abertos,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,,,,,,,http_error_403
https://dados.ifmt.edu.br,dadosifmtedubr,Dados Abertos do IFMT,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,,,,,,,timeout
https://dados.ifro.edu.br,dadosifroedubr,Dados Abertos | IFRO,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,Bem vindo - Dados Abertos | IFRO,,,,"O Portal de Dados Abertos do IFRO tem como objetivo disponibilizar para toda a comunidade dados e informações públicas da Instituição, que podem ser usadas no desenvolvimento de aplicativos e ações.",DADOS ABERTOS,success
https://dados.ifsertao-pe.edu.br,dadosifsertaopeedubr,Dados Abertos IF Sertão-PE,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,Bem vindo - Dados Abertos IFSertãoPE,,,,"O Portal tem como objetivo promover a disponibilização dos dados do Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano em formato aberto, garantido os princípios da publicidade, transparência e eficiência, visando a aumentar a disseminação de dados e a manutenção do controle social pela sociedade civil organizada.",,success
https://dadosjuventude.ibict.br,dadosjuventudeibictbr,dadosJuventude,,open,Academy,,,BR,dataset,,Open data portal,deprecated,,,,,,,has_api,PT,0,0,0,,,,,,,Sistema temporariamente indisponivel,,,,"O servidor de aplicação do Ibict está em manutenção, por favor, tente novamente mais tarde. Em caso de dúvidas, entre em contato pelo telefone +55 (61) 3350-2224.",,success
https://dados.mda.gov.br,dadosmdagovbr,The Special Secretariat for Family Agriculture and Agrarian Development data portal,The Special Secretariat for Family Agriculture and Agrarian Development (Brazil),open,Central government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,,,"MAPA - Ministério da Agricultura, Pecuária e Abastecimento",,,,,Sistema em manutenção,success
https://dados.natal.br,dadosnatalbr,Portal da Transparência da Mobilidade Urbana de Natal,,open,Local government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,,,,,,,,,timeout
https://dados.pbh.gov.br,dadospbhgovbr,Belo Horizonte City Hall Open Data Portal,Belo Horizonte City Hall,open,Local government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,,,,,,,,,http_error_403
https://dados.prefeitura.sp.gov.br,dadosprefeituraspgovbr,Portal de Dados Abertos da Cidade de São Paulo,City of San Paulo,open,Local government,,,BR,dataset,,Open data portal,active,,,,2.7.7,"stats, text_view, image_view, resource_proxy, pdf_view, webpage_view, recline_grid_view, recline_graph_view, recline_map_view, recline_view, prodam_tema_exemplo, datastore, datapusher",,"government,has_api",PT,298,80,15,,,,Portal de Dados Abertos da Cidade de Sao Paulo,pt_BR,,Bem vindo - Portal de Dados Abertos da Cidade de Sao Paulo,,,,"O Portal de Dados Abertos da Prefeitura de São Paulo reúne conjuntos de dados de todas as secretarias, subprefeituras e empresas públicas municipais. Com os recursos deste Portal, é possível construir aplicativos, visualizações de dados e obter informações essenciais sobre as políticas públicas e a administração da cidade. 
		Saiba mais.",,success
https://dados.recife.pe.gov.br,dadosrecifepegovbr,Portal de Dados Abertos da Cidade do Recife,City of Recife,open,Local government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,,,,,,,,,http_error_403
https://dados.tce.rs.gov.br,dadostcersgovbr,Dados Abertos TCE-RS,COURT OF AUDIT OF THE STATE OF RIO GRANDE DO SUL,open,Regional government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,,,,,,,,,timeout
https://dados.ufop.br,dadosufopbr,UFOP Dados Abertos,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,,,,,,,connection_error
https://dados.ufpel.edu.br,dadosufpeledubr,Dados Abertos da UFPel,,open,Academy,,,BR,dataset,,Open data portal,active,,,,2.8.6,"stats, text_view, image_view, recline_view, datastore, resource_proxy, datapusher, pdf_view",rippel@ufpel.edu.br,has_api,PT,34,9,3,,,,Dados Abertos da UFPel,pt_BR,,Bem vindo - Dados Abertos da UFPel,,,,"Este site têm por objetivo implementar os normativos que instituem a Infraestrutura Nacional de Dados Abertos (INDA) e a Política Nacional de Dados Abertos, e compromissos assumidos pelo Brasil no âmbito da Parceria para Governo Aberto , entre outros normativos que abordam o tema de transparência.",Bem vindo ao portal de dados abertos da UFPel,success
https://dados.ufpr.br,dadosufprbr,Universidade Federal do Paraná - UFPR,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,,,,,,,success
https://dados.ufrr.br,dadosufrrbr,Dados Abertos da Universidade Federal de Roraima,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,,,,,,,http_error_404
https://dados.ufsm.br,dadosufsmbr,UFSM Dados aberto,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,,,,,,,timeout
https://web.transparencia.pe.gov.br,webtransparenciapegovbr,Portal da Transparência  Governo de Pernambuco,Governo de Pernambuco,open,Regional government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,,,,,,,,,timeout
https://www.dados.univasf.edu.br,wwwdadosunivasfedubr,Dados UNIVASF,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,,,Acadigitus,,,,,,success
https://www.tesourotransparente.gov.br,wwwtesourotransparentegovbr,Tesouro Nacional dados abertos,Tesouro Nacional,open,Central government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,,,Tesouro Transparente,,,,As principais informações produzidas pelo Tesouro Nacional,,success
https://www.transparencia.mg.gov.br,wwwtransparenciamggovbr,Portal da Transparência é uma iniciativa do Governo do Estado de Minas Gerais,Estado de Minas Gerais,open,Regional government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,,,,,,,,,http_error_403
https://canwin-datahub.ad.umanitoba.ca/data,canwindatahubadumanitobaca,Canadian Watershed Information Network,"University of Manitoba, Centre for Earth Observation Science",open,Academy,,,CA,dataset,,Open data portal,active,,,,2.10.8,"ceos_template, unim_data_dictionary, activity, dcat, structured_data, drupal_idp, harvest, citation, linechart, barchart, piechart, basicgrid, scheming_datasets, unim_scheming_organizations, scheming_nerf_index, create_typed_package, spatial_metadata, spatial_query, datastore, xloader, text_view, image_view, recline_view, datatables_view, officedocs_view, pdf_view, zip_view, recline_graph_view, recline_grid_view, webpage_view, recline_map_view, geo_view, geojson_view, resource_proxy, stats, fpx, metaexport, relationship, js_tweaks, googleanalytics, drupal_api, search_autocomplete, unim_sitemap, federated_index",,"government,has_api",EN,408,30,5,,,,Canadian Watershed Information Network,en,,Research Outputs - Canadian Watershed Information Network,,,,"Drawing an extent box, or enter the latitude and longitude coordinates.","35,493 research outputs found",success
https://data.ontario.ca,dataontarioca,Ontario Data Catalogue,Government of Ontario,open,Regional government,,,CA,dataset,,Open data portal,active,,,,2.9.7,"ontario_theme_external, ontario_theme, validation, scheming_datasets, scheming_organizations, scheming_groups, fluent, datastore, stats, text_view, image_view, recline_view, xloader, msal",,"government,has_api",EN,2934,30,1,,,,Ontario Data Catalogue,en,,"Welcome -
  Ontario Data Catalogue",Find public data and explore 2934 datasets published by the Government of Ontario.,,,"Find public data and explore 2,934 datasets published by the Government of Ontario.",Ontario Data Catalogue,success
https://data.open.guelph.ca,dataopenguelphca,Guelph Open Data Portal,City of Guelph,open,Local government,,,CA,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,,,,,,,,,connection_error
https://data.surrey.ca,datasurreyca,Surrey Open Data,City of Surrey,open,Local government,,,CA,dataset,,Open data portal,active,,,,2.8.10,"text_view, image_view, recline_view, webpage_view, resource_proxy, datastore, xloader, linechart, barchart, piechart, basicgrid, navigablemap, choroplethmap, showcase, pages, surrey, surreyfacet, surreyextrapages, pdf_view, geojson_view, wmts_view, shp_view, ytp_comments",mm.sinclair08@gmail.com,government,EN,423,1,12,,,,City of Surrey Open Data Catalogue,en,,Welcome - City of Surrey Open Data Catalogue,,,,"Welcome to the City of Surrey’s Open Data Site! Learn about Open Data, 
      explore our datasets, visualize datasets, suggest a dataset, and most 
      importantly, provide us your feedback!",,success
https://data.trca.ca,datatrcaca,Toronto and Region Conservation Authority (TRCA) open data,Toronto and Region Conservation Authority (TRCA),open,Local government,,,CA,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,19,0,0,,,,,,,Welcome - TRCA Open Data,,,,"Copyright © 2018, Toronto and Region Conservation Authority (TRCA)",,success
https://open.canada.ca,opencanadaca,Open Government Portal,Government of Canada,open,Central government,,,CA,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,,,Open Government​ | Open Government - Government of Canada,Collaborative open source project led by the Government of Canada,,,Access information that is disclosed as part of the federal government’s commitment to enhance accountability and transparency.,Open Government​,success
http://opencaribbean.org,opencaribbeanorg,openCARIBBEAN,Caribbean Open Institute,open,Civil society,,,Caribbean,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,,,,,,,,,http_error_502
https://datosretc.mma.gob.cl,datosretcmmagobcl,El Registro de Emisiones y Transferencias de Contaminantes (RETC),Ministerio del Medio Ambiente,open,Central government,,,CL,dataset,,Open data portal,active,,,,,"pages, activity, datastore",,"government,has_api",ES,16,1,6,,,Open Data,RETC,es,,Bienvenida - RETC,,,,"En el sitio de datos abiertos del RETC, el usuario podrá:",RETC,success
https://datosabiertos.bogota.gov.co,datosabiertosbogotagovco,Datos Abiertos Bogotá,City of Bogota,open,Local government,,,CO,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,,,Bienvenida - Datos Abiertos Bogotá,,,,"Estimado usuario: La Unidad Administrativa Especial de Catastro Distrital informa que se realizará una ventana de mantenimiento sobre la infraestructura de servidores, entre otras actividades técnicas. Como resultado, se presentará indisponibilidad en la página web y demás portales de la entidad.
Inicio: viernes 25 de julio de 2025 a las 6:00 p.m. Finalización: Domingo 27 de julio de 2025 a las 6:00 a.m.
		'Este procedimiento forma parte de nuestro compromiso permanente con la mejora de la exper",Bienvenido a tuPlataforma Distrital deDatos Abiertos,success
https://datos.cali.gov.co,datoscaligovco,Datos Abiertos Cali,City of Cali,open,Local government,,,CO,dataset,,Open data portal,active,,,,2.10.4,"activity, datastore, datapusher, stats, text_view, image_view, resource_proxy, recline_view, recline_grid_view, recline_graph_view, recline_map_view, pages, googleanalytics, report, datic, rating, jsonfederado",,"government,has_api",ES,665,30,24,,,,Datos Abiertos Cali,es,,Datos Abiertos Cali,,,,"La plataforma de Datos Abiertos de Santiago de Cali busca promover la transparencia, el acceso a la información pública, la competitividad, el desarrollo económico, y la generación de impacto social a través de la apertura, la reutilización de los datos públicos, y el uso y apropiación de las TIC de acuerdo a la estrategia de Gobierno Digital de Colombia",Bienvenido a tu plataforma de Datos Abiertos,success
http://data.mmr.cz,datammrcz,The Ministry of Regional Development of the Czech Republic open data portal,The Ministry of Regional Development of the Czech Republic,open,Central government,,,CZ,dataset,,Open data portal,active,,,,,,,"government,has_api",CZ,0,0,0,,,,,,,,,,,,,success
https://opendata.mzcr.cz,opendatamzcrcz,Katalog otev?ených dat Ministerstvo zdravotnictví ?eské republiky,Ministerstvo zdravotnictví ?eské republiky,open,Central government,,,CZ,dataset,,Open data portal,active,,,,,,,"government,has_api",CZ,0,0,0,,,,,,,NZIP,"Snadno si vyhledejte garantované informace o zdravém životním stylu a nemocích, rady a doporučení v životních situacích i kontakt na svého lékaře.",NZIP – Národní zdravotnický informační portál,"Snadno si vyhledejte garantované informace o zdravém životním stylu a nemocích, rady a doporučení v životních situacích i kontakt na svého lékaře.",Primárním cílem tohoto datového souhrnu je hodnocení objemu a úspěšnosti asistované reprodukce v ČR. Jde o tematicky zaměřený datový souhrn umožňující analýzu objemu a úspěšnosti asistované reprodukce v ČR. Data vychází z Národního registru reprodukčního zdraví (NRRZ) – modul asistované reprodukce.,,success
https://opendata.mzp.cz,opendatamzpcz,Otev?ená data resortu ivotního prost?edí,Ministerstvo ivotního prost?edí,open,Central government,,,CZ,dataset,,Open data portal,active,,,,,,,"government,has_api",CZ,0,0,0,,,,,,,,,,,,,connection_error
https://ckan.geonet-mrn.de,ckangeonetmrnde,GeoNet-MRN,Metropolregion Rhein-Neckar,open,Local government,,,DE,dataset,,Open data portal,active,,,,,,,has_api,DE,0,0,0,,,,,,,Darus-Sunnah – Wir gehen vor,,,,Ermahnungskreise 365 Tage im Jahr für die Stärkung unsers Iman.,,success
https://data.deutschebahn.com,datadeutschebahncom,Das Datenportal der Deutschen Bahn AG.,Deutschen Bahn AG,open,Business,,,DE,dataset,,Open data portal,active,,,,,,,has_api,DE,0,0,0,,,,,,,DB Open Data Infos,,DB Open Data Infos,,"ab dem 10.03.2024 wird dieses Open Data Portal umgezogen. Offene Daten der DB werden zukünftig in der Mobilithek, auf GovData und auf Opendata-ÖPNV zur Verfügung gestellt. APIs der DB sind weiterhin im DB API Marketplace zu finden.",DB Open Data Infos,success
