URL,name,title,owner_org,public_site,Owner ,notes,location,region,latitude,longitude,site_type,status,,,,ckan_version,extensions,contact_email,tag_string,language,num_datasets,num_organizations,num_groups,is_featured,topic_id,description,api_title,primary_language
https://opendataprijedor.ba,opendataprijedorba,Otvoreni podaci Grada Prijedor,Grad Prijedor,open,Local government,,,BA,dataset,,Open data portal,active,,,,2.9.5,"stats, text_view, image_view, recline_view, datastore, datapusher, pages, resource_proxy, geo_view, pdf_view, webpage_view",kojicz983@gmail.com,"government,has_api",SR,190,19,17,,,,Otvoreni podaci Grada Prijedor,sr_Latn
https://dataplatformfiets.be,dataplatformfietsbe,Dataplatform fiets,,open,Academy,,,BE,dataset,,Open data portal,active,,,,,,,has_api,NL,0,0,0,,,,,
https://opendatastore.brussels,opendatastorebrussels,Brussels open datastore,,open,Local government,,,BE,dataset,,Open data portal,uncertain,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://crec.bj,crecbj,The CREC Benin research data management platform,CREC Centre de Recherche d Etude et de Créativité,open,Academy,,,BJ,dataset,,Open data portal,active,,,,,,,"government,has_api",FR,0,0,0,,,,,
https://datosabiertos.lapaz.bo,datosabiertoslapazbo,Datos Abiertos Gobierno Autónomo Municipal de La Paz,Gobierno Autónomo Municipal de La Paz,open,Local government,,,BO,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
https://datos.gob.bo,datosgobbo,Datos Abiertos Bolivia,Government of Bolivia,open,Central government,,,BO,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
https://basedosdados.org,basedosdadosorg,Base dos Dados,,open,Business,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
http://catalogo.governoaberto.sp.gov.br,catalogogovernoabertospgovbr,Governo Aberto San Paulo,Governo San Paulo,open,Regional government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,
https://dadosabertos.ibama.gov.br,dadosabertosibamagovbr,The Brazilian Institute for the Environment and Renewable Natural Resources (Ibama) open data,The Brazilian Institute for the Environment and Renewable Natural Resources (Ibama),open,Central government,,,BR,dataset,,Open data portal,active,,,,2.10.4,"stats, text_view, image_view, recline_view",,"government,has_api",PT,70,1,1,,,Bem-vindo ao IBAMA,IBAMA,pt_BR
https://dadosabertos.prefeitura.poa.br,dadosabertosprefeiturapoabr,Dados Abertos - POA,,open,Regional government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,54,25,10,,,,,
https://dadosabertos.senado.gov.br,dadosabertossenadogovbr,Portal De Dados Abertos Do Senado Federal (brazil),,open,Central government,,,BR,dataset,,Open data portal,uncertain,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://dadosabertos.unilab.edu.br,dadosabertosunilabedubr,Dados Abertos Unilab,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
https://dados.ana.gov.br,dadosanagovbr,Portal de Dados Abertos da ANA,National Water and Basic Sanitation Agency,open,Central government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,
https://dados.contraosagrotoxicos.org,dadoscontraosagrotoxicosorg,Portal de Dados Abertos Sobre Agrotóxicos,A Campanha Permanente Contra os Agrotóxicos e Pela Vida,open,Civil society,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
https://dados.cultura.gov.br,dadosculturagovbr,Portal de Dados da Cultura,Ministry of Culture Brazil,open,Central government,,,BR,dataset,,Open data portal,active,,,,2.4.0,"datastore, stats, text_view, image_view, recline_view, temacultura",,"government,has_api",PT,62,9,4,,,Inovação é a nossa Cultura,Portal de Dados da Cultura,pt_BR
https://dados.fortaleza.ce.gov.br,dadosfortalezacegovbr,Fortaleza Dados Abertos,Fortaleza,open,Local government,,,BR,dataset,,Open data portal,active,,,,2.9.2,"stats, text_view, image_view, recline_view, datastore, datapusher",,"government,has_api",PT,632,43,12,,,,Fortaleza Dados Abertos,pt_BR
https://dados.ifms.edu.br,dadosifmsedubr,Dados Abertos,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
https://dados.ifmt.edu.br,dadosifmtedubr,Dados Abertos do IFMT,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
https://dados.ifro.edu.br,dadosifroedubr,Dados Abertos | IFRO,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
https://dados.ifsertao-pe.edu.br,dadosifsertaopeedubr,Dados Abertos IF Sertão-PE,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
https://dadosjuventude.ibict.br,dadosjuventudeibictbr,dadosJuventude,,open,Academy,,,BR,dataset,,Open data portal,deprecated,,,,,,,has_api,PT,0,0,0,,,,,
https://dados.mda.gov.br,dadosmdagovbr,The Special Secretariat for Family Agriculture and Agrarian Development data portal,The Special Secretariat for Family Agriculture and Agrarian Development (Brazil),open,Central government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,
https://dados.natal.br,dadosnatalbr,Portal da Transparência da Mobilidade Urbana de Natal,,open,Local government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,
https://dados.pbh.gov.br,dadospbhgovbr,Belo Horizonte City Hall Open Data Portal,Belo Horizonte City Hall,open,Local government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,
https://dados.prefeitura.sp.gov.br,dadosprefeituraspgovbr,Portal de Dados Abertos da Cidade de São Paulo,City of San Paulo,open,Local government,,,BR,dataset,,Open data portal,active,,,,2.7.7,"stats, text_view, image_view, resource_proxy, pdf_view, webpage_view, recline_grid_view, recline_graph_view, recline_map_view, recline_view, prodam_tema_exemplo, datastore, datapusher",,"government,has_api",PT,298,80,15,,,,Portal de Dados Abertos da Cidade de Sao Paulo,pt_BR
https://dados.recife.pe.gov.br,dadosrecifepegovbr,Portal de Dados Abertos da Cidade do Recife,City of Recife,open,Local government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,
https://dados.tce.rs.gov.br,dadostcersgovbr,Dados Abertos TCE-RS,COURT OF AUDIT OF THE STATE OF RIO GRANDE DO SUL,open,Regional government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,
https://dados.ufop.br,dadosufopbr,UFOP Dados Abertos,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
https://dados.ufpel.edu.br,dadosufpeledubr,Dados Abertos da UFPel,,open,Academy,,,BR,dataset,,Open data portal,active,,,,2.8.6,"stats, text_view, image_view, recline_view, datastore, resource_proxy, datapusher, pdf_view",rippel@ufpel.edu.br,has_api,PT,34,9,3,,,,Dados Abertos da UFPel,pt_BR
https://dados.ufpr.br,dadosufprbr,Universidade Federal do Paraná - UFPR,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
https://dados.ufrr.br,dadosufrrbr,Dados Abertos da Universidade Federal de Roraima,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
https://dados.ufsm.br,dadosufsmbr,UFSM Dados aberto,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
https://web.transparencia.pe.gov.br,webtransparenciapegovbr,Portal da Transparência  Governo de Pernambuco,Governo de Pernambuco,open,Regional government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,
https://www.dados.univasf.edu.br,wwwdadosunivasfedubr,Dados UNIVASF,,open,Academy,,,BR,dataset,,Open data portal,active,,,,,,,has_api,PT,0,0,0,,,,,
https://www.tesourotransparente.gov.br,wwwtesourotransparentegovbr,Tesouro Nacional dados abertos,Tesouro Nacional,open,Central government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",PT,0,0,0,,,,,
https://www.transparencia.mg.gov.br,wwwtransparenciamggovbr,Portal da Transparência é uma iniciativa do Governo do Estado de Minas Gerais,Estado de Minas Gerais,open,Regional government,,,BR,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://canwin-datahub.ad.umanitoba.ca/data,canwindatahubadumanitobaca,Canadian Watershed Information Network,"University of Manitoba, Centre for Earth Observation Science",open,Academy,,,CA,dataset,,Open data portal,active,,,,2.10.8,"ceos_template, unim_data_dictionary, activity, dcat, structured_data, drupal_idp, harvest, citation, linechart, barchart, piechart, basicgrid, scheming_datasets, unim_scheming_organizations, scheming_nerf_index, create_typed_package, spatial_metadata, spatial_query, datastore, xloader, text_view, image_view, recline_view, datatables_view, officedocs_view, pdf_view, zip_view, recline_graph_view, recline_grid_view, webpage_view, recline_map_view, geo_view, geojson_view, resource_proxy, stats, fpx, metaexport, relationship, js_tweaks, googleanalytics, drupal_api, search_autocomplete, unim_sitemap, federated_index",,"government,has_api",EN,408,30,5,,,,Canadian Watershed Information Network,en
https://data.ontario.ca,dataontarioca,Ontario Data Catalogue,Government of Ontario,open,Regional government,,,CA,dataset,,Open data portal,active,,,,2.9.7,"ontario_theme_external, ontario_theme, validation, scheming_datasets, scheming_organizations, scheming_groups, fluent, datastore, stats, text_view, image_view, recline_view, xloader, msal",,"government,has_api",EN,2934,30,1,,,,Ontario Data Catalogue,en
https://data.open.guelph.ca,dataopenguelphca,Guelph Open Data Portal,City of Guelph,open,Local government,,,CA,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://data.surrey.ca,datasurreyca,Surrey Open Data,City of Surrey,open,Local government,,,CA,dataset,,Open data portal,active,,,,2.8.10,"text_view, image_view, recline_view, webpage_view, resource_proxy, datastore, xloader, linechart, barchart, piechart, basicgrid, navigablemap, choroplethmap, showcase, pages, surrey, surreyfacet, surreyextrapages, pdf_view, geojson_view, wmts_view, shp_view, ytp_comments",mm.sinclair08@gmail.com,government,EN,423,1,12,,,,City of Surrey Open Data Catalogue,en
https://data.trca.ca,datatrcaca,Toronto and Region Conservation Authority (TRCA) open data,Toronto and Region Conservation Authority (TRCA),open,Local government,,,CA,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,19,0,0,,,,,
https://open.canada.ca,opencanadaca,Open Government Portal,Government of Canada,open,Central government,,,CA,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,
http://opencaribbean.org,opencaribbeanorg,openCARIBBEAN,Caribbean Open Institute,open,Civil society,,,Caribbean,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://datosretc.mma.gob.cl,datosretcmmagobcl,El Registro de Emisiones y Transferencias de Contaminantes (RETC),Ministerio del Medio Ambiente,open,Central government,,,CL,dataset,,Open data portal,active,,,,,"pages, activity, datastore",,"government,has_api",ES,16,1,6,,,Open Data,RETC,es
https://datosabiertos.bogota.gov.co,datosabiertosbogotagovco,Datos Abiertos Bogotá,City of Bogota,open,Local government,,,CO,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
https://datos.cali.gov.co,datoscaligovco,Datos Abiertos Cali,City of Cali,open,Local government,,,CO,dataset,,Open data portal,active,,,,2.10.4,"activity, datastore, datapusher, stats, text_view, image_view, resource_proxy, recline_view, recline_grid_view, recline_graph_view, recline_map_view, pages, googleanalytics, report, datic, rating, jsonfederado",,"government,has_api",ES,665,30,24,,,,Datos Abiertos Cali,es
http://data.mmr.cz,datammrcz,The Ministry of Regional Development of the Czech Republic open data portal,The Ministry of Regional Development of the Czech Republic,open,Central government,,,CZ,dataset,,Open data portal,active,,,,,,,"government,has_api",CZ,0,0,0,,,,,
https://opendata.mzcr.cz,opendatamzcrcz,Katalog otev?ených dat Ministerstvo zdravotnictví ?eské republiky,Ministerstvo zdravotnictví ?eské republiky,open,Central government,,,CZ,dataset,,Open data portal,active,,,,,,,"government,has_api",CZ,0,0,0,,,,,
https://opendata.mzp.cz,opendatamzpcz,Otev?ená data resortu ivotního prost?edí,Ministerstvo ivotního prost?edí,open,Central government,,,CZ,dataset,,Open data portal,active,,,,,,,"government,has_api",CZ,0,0,0,,,,,
https://ckan.geonet-mrn.de,ckangeonetmrnde,GeoNet-MRN,Metropolregion Rhein-Neckar,open,Local government,,,DE,dataset,,Open data portal,active,,,,,,,has_api,DE,0,0,0,,,,,
https://data.deutschebahn.com,datadeutschebahncom,Das Datenportal der Deutschen Bahn AG.,Deutschen Bahn AG,open,Business,,,DE,dataset,,Open data portal,active,,,,,,,has_api,DE,0,0,0,,,,,
https://datenregister.berlin.de,datenregisterberlinde,Datenregister Berlin,Berlin Government,closed,Local government,,,DE,dataset,,Open data portal,active,,,,,,,"government,has_api",DE,2660,55,25,,,,,
https://daten.rlp.de,datenrlpde,Über Open Data Plattform Rheinland-Pfalz,Government of Rheinland-Pfalz,open,Regional government,,,DE,dataset,,Open data portal,active,,,,,,,has_api,DE,0,0,0,,,,,
https://govdata.de,govdatade,Das Datenportal für Deutschland Open Government,FITKO (Föderale IT-Kooperation),open,Central government,,,DE,dataset,,Open data portal,active,,,,,,,"government,has_api",DE,0,0,0,,,,,
https://offenedaten.frankfurt.de,offenedatenfrankfurtde,Offene Daten Portal der Stadt Frankfurt/Main,Stadt Frankfurt/Main,open,Local government,,,DE,dataset,,Open data portal,active,,,,,,,"government,has_api",DE,0,0,0,,,,,
https://www.opendata-hro.de,wwwopendatahrode,OpenData.HRO,Universitätsstadt Rostock,open,Academy,,,DE,dataset,,Open data portal,active,,,,2.9.5,"datastore, datatables_view, dcat, dcat_json_interface, geojson_view, harvest, hro_dcatapde, hro_theme, resource_proxy, spatial_metadata, spatial_query, stats",,has_api,DE,279,6,14,,,OpenData.HRO,OpenData.HRO,de
https://data.kk.dk,datakkdk,Copenhagen Data,,open,Local government,,,DK,dataset,,Open data portal,uncertain,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://dataportal.geofyn.dk,dataportalgeofyndk,Geo Fyn,,open,Government,,,DK,dataset,,Open data portal,active,,,,,,,"government,has_api",DA,0,0,0,,,,,
https://datasets.catalogue.data.gov.dk,datasetscataloguedatagovdk,Digitaliseringsstyrelsen,,open,Central government,,,DK,dataset,,Open data portal,uncertain,,,,,,,"government,has_api",DA,0,0,0,,,,,
https://datos.gob.do,datosgobdo,Datos Abiertos Dominicana,Government of Dominicana,open,Central government,,,DO,dataset,,Open data portal,active,,,,2.11.3,"activity, datosgobdo_theme",,"government,has_api",ES,1014,264,12,,,,Portal de Datos Abiertos de la RD,es
https://catalogo.datosabiertos.gob.ec,catalogodatosabiertosgobec,Datos Abiertos Ecuador,Gobierno del Ecuador,open,Central government,,,EC,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
https://datosabiertos.gob.ec,datosabiertosgobec,datosabiertos.gob.ec,,open,Central government,,,EC,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
http://op.espoch.edu.ec,opespocheduec,Escuela Superior Politécnica de Chimborazo open data,Escuela Superior Politécnica de Chimborazo,open,Academy,,,EC,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
https://sil.eloro.gob.ec,silelorogobec,Sistema de Información Local Gobierno Autónomo Descentralizado Provincial de El Oro,Gobierno Autónomo Descentralizado Provincial de El Oro,open,Regional government,,,EC,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
http://sil.loja.gob.ec,sillojagobec,Sistema de Información Local Municipal de Loja,Municipal de Loja,open,Local government,,,EC,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
http://datosabiertos.fuengirola.es,datosabiertosfuengirolaes,Portal datos abiertos el Ayuntamiento de Fuengirola,El Ayuntamiento de Fuengirola,open,Local government,,,ES,dataset,,Open data portal,active,,,,,,,has_api,ES,0,0,0,,,,,
http://datosabiertos.laspalmasgc.es,datosabiertoslaspalmasgces,Portal de Datos Abiertos Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,open,Local government,,,ES,dataset,,Open data portal,active,,,,,,,government,ES,0,0,0,,,,,
http://datosabiertos.navarra.es,datosabiertosnavarraes,Datos Abiertos Navarra,Gobierno Abierto de Navarra,open,Regional government,,,ES,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
https://datosabiertos.rivasciudad.es,datosabiertosrivasciudades,Ayuntamiento de Rivas Vaciamadrid - Portal de Datos Abiertos,Ayuntamiento de Rivas Vaciamadrid,open,Local government,,,ES,dataset,,Open data portal,active,,,,,"stats, text_view, image_view, recline_view, datastore, resource_proxy, recline_graph_view, recline_grid_view, recline_map_view, webpage_view, scheming_datasets, harvest, ckan_harvester, structured_data, spatial_metadata, spatial_query, geo_view, multilingual_dataset, multilingual_group, multilingual_tag, csw_harvester, scheming_groups, scheming_organizations, rivas, xloader, linechart, barchart, piechart, dashboard_preview",,has_api,ES,7,1,13,,,Portal de Datos Abiertos de RIVAS,RIVAS,es
http://datosabiertos.sevilla.org,datosabiertossevillaorg,Datos Abiertos Sevilla,Ayuntamiento de Sevilla,open,Local government,,,ES,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
https://datos.aytolalaguna.es,datosaytolalagunaes,OpenData San Cristóbal de La Laguna,Ayntamiento San Cristóbal de La Laguna,open,Local government,,,ES,dataset,,Open data portal,deprecated,,,,,,,has_api,ES,0,0,0,,,,,
http://datos.canarias.es,datoscanariases,Datos Abiertos de Canarias,Gobierno de Canarias,open,Regional government,,,ES,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
https://datos.icane.es,datosicanees,atálogo de Información Estadística Pública de la Comunidad Autónoma de Cantabria,Comunidad Autónoma de Cantabria,open,Regional government,,,ES,dataset,,Open data portal,active,,,,2.11.3,"image_view, text_view, datatables_view, datastore, datapusher, envvars, dcat, federgob",,has_api,ES,255,1,14,,,,Portal Open Data ICANE,es
https://datos.santander.es,datossantanderes,Datos Abiertos Santander,Santander,open,Local government,,,ES,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://opendata-ajuntament.barcelona.cat,opendataajuntamentbarcelonacat,Open Data Barcelona,Ajuntament de Barcelona,open,Local government,,,ES,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://opendata.alcoi.org,opendataalcoiorg,Datos abiertos e información interesante de Alcoy,Ayntamient d Alcoi,open,Local government,,,ES,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,
http://opendata.ayto-caceres.es,opendataaytocacereses,OpenData Cáceres,Ayto Caceres,open,Local government,,,ES,dataset,,Open data portal,active,,,,2.7.4,"stats, text_view, image_view, opendatacc, recline_view, resource_proxy, geojson_view, dcat, federgob",,"has_api,government",EN,131,2,0,,,,OpenData Cáceres,en
https://www.juntadeandalucia.es/datosabiertos/portal,wwwjuntadeandaluciaes,Datos Abiertos Junta de Andalucia,Junta de Andalucia,open,Regional government,,,ES,dataset,,Open data portal,active,,,,2.10.1,"envvars, activity, stats, text_view, image_view, recline_view, recline_map_view, recline_grid_view, recline_graph_view, datastore, datapusher, resource_proxy, harvest, ckan_harvester, dcat, dcat_json_interface, dcat_rdf_harvester, structured_data, federator_view, jda, openapi_view, geo_view",,has_api,ES,812,100,0,,,,Portal de datos abiertos,es
https://catalogue.nextgeoss.eu,cataloguenextgeosseu,NextGeoss Data Catalogue,NextGEOSS,open,Academy,,,EU,dataset,,Open data portal,uncertain,,,,,,,has_api,EN,0,0,0,,,,,
https://ckan.pearlpv-cost.eu,ckanpearlpvcosteu,Pearl PV CKAN Repository,Performance and Reliability of Photovoltaic Systems. Evaluations of Large-Scale Monitoring Data,open,Academy,,,EU,dataset,,Open data portal,active,,,,2.8.3,"stats, text_view, image_view, recline_view, pdf_view, datastore, datapusher, scheming_datasets, pearlpv_theme, spatial_metadata, spatial_query",,has_api,EN,4,8,1,,,,Pearl PV CKAN Repository,en
https://data.edincubator.eu,dataedincubatoreu,EDI Data Catalogue,European Data Incubator,open,Academy,,,EU,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://data.anaee.eu,dataanaeeeu,Analysis and experimentation on ecosystems data portal,Analysis and experimentation on ecosystems EU Project,open,Academy,,,EU,dataset,,Scientific data repository,active,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://avoindata.fi,avoindatafi,Avoindata.fi,Verkkopalvelun kehittämisestä vastaa,open,Central government,,,FI,dataset,,Open data portal,active,,,,,,,"government,has_api",FI,0,0,0,,,,,
https://data.fingrid.fi,datafingridfi,Fingridin avoin data,Fingrid,open,Central government,,,FI,dataset,,Open data portal,active,,,,,,,"government,has_api",FI,0,0,0,,,,,
https://data.tampere.fi,datatamperefi,Tampereen kaupungin dataportaali,Tampere,open,Local government,,,FI,dataset,,Open data portal,active,,,,,,,"government,has_api",FI,0,0,0,,,,,
https://hri.fi,hrifi,Helsinki Region Infoshare,Helsinki Region,open,Local government,,,FI,dataset,,Open data portal,active,,,,,,,"government,has_api",FI,0,0,0,,,,,
https://data.agglo-royan.fr,dataaggloroyanfr,Open Data CARA,,open,Community,,,FR,dataset,,Open data portal,active,,,,2.10.5,"stats, text_view, image_view, recline_grid_view, recline_graph_view, pdf_view, dcat, dcat_rdf_harvester, dcat_json_harvester, dcat_json_interface, datastore, datapusher, harvest, ckan_harvester, themeCara, activity, oidc_pkce",,has_api,FR,10,2,7,,,,Open Data CARA,fr
https://data.agriculturelittorale.fr,dataagriculturelittoralefr,data.agriculturelittorale.fr,,open,Academy,,,FR,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://nosdonnees.fr,nosdonneesfr,NosDonnées.fr,,open,Civil society,,,FR,dataset,,Open data portal,deprecated,,,,,,,has_api,FR,0,0,0,,,,,
https://opendata.abbeville.fr,opendataabbevillefr,ODAF - OpenData.Abbeville.Fr,City of Abbeville,open,Local government,,,FR,dataset,,Open data portal,active,,,,,,,"government,has_api",FR,0,0,0,,,,,
https://opendata.adico.fr,opendataadicofr,Une plateforme. Open data. Pour vous.,Adico,open,Business,,,FR,dataset,,Open data portal,active,,,,,,,has_api,FR,0,0,0,,,,,
https://opendata.hautsdefrance.fr,opendatahautsdefrancefr,OPEN DATA Hauts-de-France,Région Hauts-de-France,open,Regional government,,,FR,dataset,,Open data portal,uncertain,,,,,,,"government,has_api",FR,0,0,0,,,,,
https://opendata.ozwillo.com,opendataozwillocom,Ozwillo - Open Data,,open,Business,,,FR,dataset,,Open data portal,active,,,,,,,has_api,FR,0,0,0,,,,,
